id:ID,name,entity_type,:LABEL,__name,__id,__drop_price
176,2 Unstoppable 'Magnificent Seven' Stocks,Impact,Entity,2 Unstoppable 'Magnificent Seven' Stocks,176,False
177,2 Warren Buffett Stocks,S&P 500,Entity,2 Warren Buffett Stocks,177,False
178,2 Winners,COMP Stock,Entity,2 Winners,178,False
180,2% Yield Mark,FIN_INSTRUMENT,Entity,2% Yield Mark,180,False
181,2.1% Dividend Hike,FIN_INSTRUMENT,Entity,2.1% Dividend Hike,181,False
182,200 DMA,Shares Cross Below,Entity,200 DMA,182,False
183,200-Day Moving Average,ECON_INDICATOR,Entity,200-Day Moving Average,183,False
185,2018 Organic Growth in Safety and Graphics Business,Positive_Impact_On,Entity,2018 Organic Growth in Safety and Graphics Business,185,False
186,2018 Outlook,No Category,Entity,2018 Outlook,186,False
188,2019 EPS,Decrease,Entity,2019 EPS,188,False
189,2019 Guidance,No Category,Entity,2019 Guidance,189,False
190,2019 Non-GAAP EPS Guidance Range,No Category,Entity,2019 Non-GAAP EPS Guidance Range,190,False
191,2019 Profits,No Category,Entity,2019 Profits,191,False
192,2019 Return,No Category,Entity,2019 Return,192,False
194,2020 Breakthrough,No Category,Entity,2020 Breakthrough,194,False
195,2020 Investors,GENERIC,Entity,2020 Investors,195,False
196,2020 Market,GENERIC,Entity,2020 Market,196,False
197,2020 Portfolio,EQUITY,Entity,2020 Portfolio,197,False
198,2020 Profit,ECON_INDICATOR,Entity,2020 Profit,198,False
200,2021 iPhone feature set,No Category,Entity,2021 iPhone feature set,200,False
202,2022 Numbers,No Category,Entity,2022 Numbers,202,False
203,2022 Overall Performance,FIN_INSTRUMENT,Entity,2022 Overall Performance,203,False
204,2022-23 Inflation Shock,Stock,Entity,2022-23 Inflation Shock,204,False
206,2023 Profit Forecast,AAPL,Entity,2023 Profit Forecast,206,False
207,2023 Winners,S&P 500,Entity,2023 Winners,207,False
209,22k To Buy,Not Specified,Entity,22k To Buy,209,False
210,23% in the First Half of 2022,Raise,Entity,23% in the First Half of 2022,210,False
212,25% Hollywood Pay Cuts,DIS,Entity,25% Hollywood Pay Cuts,212,False
215,275 Points,Impact,Entity,275 Points,215,False
217,2H 2023 Momentum,Impact,Entity,2H 2023 Momentum,217,False
218,2nd Lymphoma Indication,No Category,Entity,2nd Lymphoma Indication,218,False
220,3 AI Stocks,S&P 500,Entity,3 AI Stocks,220,False
221,3 Artificial Intelligence (AI) Stocks for 2024 (and Beyond),MSFT,Entity,3 Artificial Intelligence (AI) Stocks for 2024 (and Beyond),221,False
222,3 Bargain Stocks You Can Buy Today,Stock,Entity,3 Bargain Stocks You Can Buy Today,222,False
223,3 Best Defensive Stocks,COMP,Entity,3 Best Defensive Stocks,223,False
224,3 Best Long-Term Stocks to Buy and Hold for the Next 10 Years,No Category,Entity,3 Best Long-Term Stocks to Buy and Hold for the Next 10 Years,224,False
225,3 Big Stock Charts for Friday,No Entity,Entity,3 Big Stock Charts for Friday,225,False
226,"3 Big Stock Charts for Wednesday: KeyCorp, Copart and Akamai Technologies",COMP,Entity,"3 Big Stock Charts for Wednesday: KeyCorp, Copart and Akamai Technologies",226,False
227,3 Blue Chip Stocks,No Category,Entity,3 Blue Chip Stocks,227,False
228,3 Cheap Dividend Stocks,US Dollar,Entity,3 Cheap Dividend Stocks,228,False
229,3 Cloud Stocks,AAPL,Entity,3 Cloud Stocks,229,False
230,3 Companies,Better Off,Entity,3 Companies,230,False
231,3 Disappointments,No Category,Entity,3 Disappointments,231,False
232,3 Dividend,3 Dividend,Entity,3 Dividend,232,False
233,3 Dividend Aristocrat Stocks,WBA,Entity,3 Dividend Aristocrat Stocks,233,False
234,3 Dividend Stocks,Unknown,Entity,3 Dividend Stocks,234,False
235,3 Dividend Stocks That Could Raise Their Payouts in November,Stock,Entity,3 Dividend Stocks That Could Raise Their Payouts in November,235,False
236,3 Dividend Stocks That Have Added Another Year to Their Annual Dividend Streaks,S&P 500,Entity,3 Dividend Stocks That Have Added Another Year to Their Annual Dividend Streaks,236,False
237,3 ETFs,AAPL,Entity,3 ETFs,237,False
238,3 Energy Stocks,US Dollar,Entity,3 Energy Stocks,238,False
239,3 Great Reasons,NKE,Entity,3 Great Reasons,239,False
240,3 Growth Stocks for a Regret-Free 2033,No Category,Entity,3 Growth Stocks for a Regret-Free 2033,240,False
241,3 Growth Stocks for the Next 10 Years and Beyond,Growth Investors,Entity,3 Growth Stocks for the Next 10 Years and Beyond,241,False
244,3 Highest-Paying Dividend Stocks,No Category,Entity,3 Highest-Paying Dividend Stocks,244,False
245,3 Highly-Ranked Stocks to Buy Now for a Big 2024 Comeback,No Category,Entity,3 Highly-Ranked Stocks to Buy Now for a Big 2024 Comeback,245,False
246,3 Key Takeaways,No Category,Entity,3 Key Takeaways,246,False
247,3 Large-Cap Biotech Stocks,COMP Stock,Entity,3 Large-Cap Biotech Stocks,247,False
248,3 Mega Cap Stocks Earnings Dips to Buy,AAPL,Entity,3 Mega Cap Stocks Earnings Dips to Buy,248,False
250,3 Must-Buy Stocks Just in Case,No Category,Entity,3 Must-Buy Stocks Just in Case,250,False
251,3 No-Brainer Stocks,Stock,Entity,3 No-Brainer Stocks,251,False
253,3 No-Brainer Warren Buffett Stocks to Buy Right Now,No Category,Entity,3 No-Brainer Warren Buffett Stocks to Buy Right Now,253,False
254,3 Oil Stocks,Mega Demand Rally,Entity,3 Oil Stocks,254,False
255,3 Popular Stocks,No Category,Entity,3 Popular Stocks,255,False
256,3 Reasons,Tech Platform,Entity,3 Reasons,256,False
257,3 Reasons To Back Up The Truck,DIS,Entity,3 Reasons To Back Up The Truck,257,False
258,"3 Recession-Tested Stocks are Strong Buys, According to Analysts",Recession,Entity,"3 Recession-Tested Stocks are Strong Buys, According to Analysts",258,False
259,3 Retail Stocks,Retail Industry,Entity,3 Retail Stocks,259,False
260,3 S&P 500 Companies,S&P 500,Entity,3 S&P 500 Companies,260,False
261,3 Safe Long-Term Stocks,Ride_Out_the_Volatility,Entity,3 Safe Long-Term Stocks,261,False
262,3 Semiconductor Stocks,INTC,Entity,3 Semiconductor Stocks,262,False
263,3 Semiconductor Stocks With Explosive Potential,No Category,Entity,3 Semiconductor Stocks With Explosive Potential,263,False
264,3 Stocks,COMP,Entity,3 Stocks,264,False
265,3 Stocks Helping Shape Tech’s Future,No Category,Entity,3 Stocks Helping Shape Tech’s Future,265,False
266,"3 Stocks That Turned $10,000 Into $100,000 (or More)",ECON_IND,Entity,"3 Stocks That Turned $10,000 Into $100,000 (or More)",266,False
267,3 Stocks With Strong Cash Flows to Own in a Bear Market,AAPL,Entity,3 Stocks With Strong Cash Flows to Own in a Bear Market,267,False
268,3 Stocks You Can Safely Own Until 2030,S&P 500,Entity,3 Stocks You Can Safely Own Until 2030,268,False
269,3 Stocks to Add to Your Portfolio in a Market Pullback,WMT,Entity,3 Stocks to Add to Your Portfolio in a Market Pullback,269,False
270,3 Stocks to Buy Ahead of the Next Market Crash,NEWS,Entity,3 Stocks to Buy Ahead of the Next Market Crash,270,False
272,3 Stocks to Profit From New Year’s Resolutions,No Category,Entity,3 Stocks to Profit From New Year’s Resolutions,272,False
273,3 Stocks to Profit on Autonomous Cars,AAPL,Entity,3 Stocks to Profit on Autonomous Cars,273,False
274,3 Suppliers,No Category,Entity,3 Suppliers,274,False
275,3 Takeaways From PepsiCos Latest Earnings Call,Stock Market,Entity,3 Takeaways From PepsiCos Latest Earnings Call,275,False
276,3 Tech,No Category,Entity,3 Tech,276,False
277,3 Tech Stocks,CRM,Entity,3 Tech Stocks,277,False
278,"3 Tech Stocks With Fresh, Double-Digit Dividend Increases",No Category,Entity,"3 Tech Stocks With Fresh, Double-Digit Dividend Increases",278,False
279,3 That Have Me Worried,No Category,Entity,3 That Have Me Worried,279,False
280,3 Things,ECON_INDICATOR,Entity,3 Things,280,False
281,3 Time-Tested Stocks (not specified),No Category,Entity,3 Time-Tested Stocks (not specified),281,False
282,3 Top Artificial Intelligence Stocks to Buy in July,AAPL,Entity,3 Top Artificial Intelligence Stocks to Buy in July,282,False
283,3 Top Bank Stocks to Buy Right Now,US Dollar,Entity,3 Top Bank Stocks to Buy Right Now,283,False
284,3 Top Defensive Stock Picks for 2023,Recession,Entity,3 Top Defensive Stock Picks for 2023,284,False
285,3 Top Dividend Stocks to Buy Right Now,US Dollar,Entity,3 Top Dividend Stocks to Buy Right Now,285,False
286,3 Top Mega-Cap Stocks to Own in 2021,Stock,Entity,3 Top Mega-Cap Stocks to Own in 2021,286,False
287,3 Top Nasdaq Stocks,Portfolio,Entity,3 Top Nasdaq Stocks,287,False
288,3 Top Retail Stocks,FIN_INSTRUMENT,Entity,3 Top Retail Stocks,288,False
289,3 Top Stocks,US Dollar,Entity,3 Top Stocks,289,False
290,3 Top Tech Stocks,AAPL,Entity,3 Top Tech Stocks,290,False
291,3 Top Tech Stocks That Could Help Make You Rich by Retirement,No Category,Entity,3 Top Tech Stocks That Could Help Make You Rich by Retirement,291,False
292,3 Top-Ranked Dividend Stocks,Interest Rate,Entity,3 Top-Ranked Dividend Stocks,292,False
293,3 Top-Ranked Picks,No Category,Entity,3 Top-Ranked Picks,293,False
294,3 Top-Tier Stocks,Interest Rate,Entity,3 Top-Tier Stocks,294,False
295,3 Unstoppable Stocks to Buy in May,FIN_INSTRUMENT,Entity,3 Unstoppable Stocks to Buy in May,295,False
296,3 Value Stocks You'll Regret Not Buying on the Dip,Unknown,Entity,3 Value Stocks You'll Regret Not Buying on the Dip,296,False
297,3 Winning Evergreen Stocks to Buy and Hold for the Next 25 Years,No Category,Entity,3 Winning Evergreen Stocks to Buy and Hold for the Next 25 Years,297,False
298,3 Worst Performing Stocks This Year,Impact,Entity,3 Worst Performing Stocks This Year,298,False
299,3 Worst-Performing 2022 Stocks,COMP,Entity,3 Worst-Performing 2022 Stocks,299,False
300,3 Worst-Performing January Stocks,Negative_Impact_On,Entity,3 Worst-Performing January Stocks,300,False
301,3 Worst-Performing July Stocks,COMP,Entity,3 Worst-Performing July Stocks,301,False
302,3 Worst-Performing March Stocks,No Category,Entity,3 Worst-Performing March Stocks,302,False
303,3 Worst-Performing Stocks,Impact,Entity,3 Worst-Performing Stocks,303,False
304,3 Worst-Performing Stocks This Year,No Category,Entity,3 Worst-Performing Stocks This Year,304,False
305,3 Worst-Performing Stocks of 2022,U.S. Equities,Entity,3 Worst-Performing Stocks of 2022,305,False
306,3 Worst-Performing Stocks of April,Correlated_With,Entity,3 Worst-Performing Stocks of April,306,False
309,30 787 Dreamliners From flydubai,COMP,Entity,30 787 Dreamliners From flydubai,309,False
310,30 Industrial Average,FIN_INSTRUMENT,Entity,30 Industrial Average,310,False
311,30 Stocks,No Category,Entity,30 Stocks,311,False
312,300 U.S. employees,No Category,Entity,300 U.S. employees,312,False
313,33 Firms Going Ex-Dividend Next Week,Dividends,Entity,33 Firms Going Ex-Dividend Next Week,313,False
314,35 Markets US Express Delivery,No Category,Entity,35 Markets US Express Delivery,314,False
316,36.4% Sensitive,ECON_INDICATOR,Entity,36.4% Sensitive,316,False
317,3D NAND,No Category,Entity,3D NAND,317,False
318,3D Systems,No Category,Entity,3D Systems,318,False
319,3nm Chips,AAPL,Entity,3nm Chips,319,False
320,"4 ""Mega-Trend Powered"" Dividend Growers With Fast 60% Upside",No Category,Entity,"4 ""Mega-Trend Powered"" Dividend Growers With Fast 60% Upside",320,False
321,4 Big Bank Stocks Ready to Kick Off Earnings Season,COMP,Entity,4 Big Bank Stocks Ready to Kick Off Earnings Season,321,False
322,4 Blue-Chip Stocks,S&P 500,Entity,4 Blue-Chip Stocks,322,False
323,4 CEOs,No Category,Entity,4 CEOs,323,False
324,4 COMPs,Correlated_With,Entity,4 COMPs,324,False
325,4 Dividend Paying Stocks to Buy in August,Stock,Entity,4 Dividend Paying Stocks to Buy in August,325,False
326,4 Drug and Health Stocks,S&P 500,Entity,4 Drug and Health Stocks,326,False
327,4 Good Things,No Category,Entity,4 Good Things,327,False
328,4 Integrated Energy Stocks to Gain From the Promising Industry,FIN_INSTRUMENT,Entity,4 Integrated Energy Stocks to Gain From the Promising Industry,328,False
329,4 Oil and Gas Stocks to Buy,CVX,Entity,4 Oil and Gas Stocks to Buy,329,False
330,4 Reasons,JPM,Entity,4 Reasons,330,False
331,4 Sectors,AAPL,Entity,4 Sectors,331,False
332,4 Top Fintech Stocks To Watch In December 2021,COMP,Entity,4 Top Fintech Stocks To Watch In December 2021,332,False
333,4 Top Industrial Stocks,S&P 500,Entity,4 Top Industrial Stocks,333,False
334,4 Top Stock Trades,"Airline Stocks, Food and Beverage Stock, Space Tourism Stock",Entity,4 Top Stock Trades,334,False
335,4 Top Stock Trades for Monday:,FIN_INSTRUMENT,Entity,4 Top Stock Trades for Monday:,335,False
337,4 Weeks,No Category,Entity,4 Weeks,337,False
339,4.87% Yield,CVX,Entity,4.87% Yield,339,False
340,40.0% Follow-Through Indicator,No Category,Entity,40.0% Follow-Through Indicator,340,False
342,4000 jobs,ECON_INDICATOR,Entity,4000 jobs,342,False
343,44% Drop Since 2018,INTC,Entity,44% Drop Since 2018,343,False
344,48 Biggest Movers From Yesterday,FIN_INSTRUMENT,Entity,48 Biggest Movers From Yesterday,344,False
345,4_Lagging_Companies,CVX,Entity,4_Lagging_Companies,345,False
346,4th-Gen Xeon Processor Launch,No Category,Entity,4th-Gen Xeon Processor Launch,346,False
347,4th-qtr Profit Misses Estimate Badly,No Category,Entity,4th-qtr Profit Misses Estimate Badly,347,False
349,5 Blue Chip Stocks,No Category,Entity,5 Blue Chip Stocks,349,False
350,5 Blue Chips,No Category,Entity,5 Blue Chips,350,False
351,5 Brand-Name Stocks That Can Still Make You a Fortune,No Category,Entity,5 Brand-Name Stocks That Can Still Make You a Fortune,351,False
352,5 Dividend Aristocrats,Capital Gains,Entity,5 Dividend Aristocrats,352,False
353,5 Dividend Stocks to Beat a Recession,No Category,Entity,5 Dividend Stocks to Beat a Recession,353,False
354,5 Financial Transaction Stocks,Tech Investments,Entity,5 Financial Transaction Stocks,354,False
355,5 Great Stocks,S&P 500,Entity,5 Great Stocks,355,False
356,5 Green Stocks,COMP,Entity,5 Green Stocks,356,False
358,5 Healthcare Stocks,COMP Stock,Entity,5 Healthcare Stocks,358,False
359,5 Hot Stocks,DOW,Entity,5 Hot Stocks,359,False
360,5 Large-Cap Stocks,S&P 500,Entity,5 Large-Cap Stocks,360,False
361,5 Markets,No Category,Entity,5 Markets,361,False
362,5 More Contracts,Negative_Impact_On,Entity,5 More Contracts,362,False
363,5 Must-See,COMP,Entity,5 Must-See,363,False
364,5 Must-See Stock Charts for Wednesday,BA,Entity,5 Must-See Stock Charts for Wednesday,364,False
365,5 Reasons,FIN_INSTRUMENT,Entity,5 Reasons,365,False
366,5 Stocks,UNKNOWN,Entity,5 Stocks,366,False
367,5 Top Stock Trades,5 Top Stock Trades,Entity,5 Top Stock Trades,367,False
368,5 Vendors,Legal_Action,Entity,5 Vendors,368,False
369,5 Ways,No Category,Entity,5 Ways,369,False
370,5-Week Company Lows,No Category,Entity,5-Week Company Lows,370,False
371,50-Day Moving Average,AMGN,Entity,50-Day Moving Average,371,False
372,50.0% Sensitive,No Category,Entity,50.0% Sensitive,372,False
373,500 Points,Equity,Entity,500 Points,373,False
374,52 Week Highs,Unspecified,Entity,52 Week Highs,374,False
379,5:00 PM ET,No Category,Entity,5:00 PM ET,379,False
380,5G,Impact,Entity,5G,380,False
381,5G Chip Supply,No Category,Entity,5G Chip Supply,381,False
382,5G Modem Production,5G,Entity,5G Modem Production,382,False
383,5G Modem Unit,No Category,Entity,5G Modem Unit,383,False
384,5G Modems,INTC,Entity,5G Modems,384,False
385,5G Networks,Positive_Impact_On,Entity,5G Networks,385,False
386,5G Phone,AAPL,Entity,5G Phone,386,False
387,5G Phones,No Category,Entity,5G Phones,387,False
388,5G Race,No Category,Entity,5G Race,388,False
389,5G Ready,No Category,Entity,5G Ready,389,False
390,5G Revolution,S&P 500,Entity,5G Revolution,390,False
391,5G Smartphone Modem Business,INTC,Entity,5G Smartphone Modem Business,391,False
392,5G Super Bowl,Hosting,Entity,5G Super Bowl,392,False
393,5G Technology,No Category,Entity,5G Technology,393,False
394,5G Ultra Wideband,COMP,Entity,5G Ultra Wideband,394,False
395,5G iPhone,No Category,Entity,5G iPhone,395,False
396,5G iPhones,COMP,Entity,5G iPhones,396,False
397,5G smartphone modem business,No Category,Entity,5G smartphone modem business,397,False
398,5G speed,No Category,Entity,5G speed,398,False
400,6 Bank Stocks To Buy And Watch,No Category,Entity,6 Bank Stocks To Buy And Watch,400,False
401,6 Top Stock Trades for Monday,S&P 500,Entity,6 Top Stock Trades for Monday,401,False
403,60 heavy transport helicopters,Negative_Impact_On,Entity,60 heavy transport helicopters,403,False
404,60.0% Follow-Through Indicator,No Category,Entity,60.0% Follow-Through Indicator,404,False
405,600 Points,Sheds,Entity,600 Points,405,False
407,7 AI Stocks,DOW,Entity,7 AI Stocks,407,False
408,7 Best-Quality Growth Stocks,Impact,Entity,7 Best-Quality Growth Stocks,408,False
409,7 Beverage Stocks,S&P 500,Entity,7 Beverage Stocks,409,False
410,7 Companies,No Category,Entity,7 Companies,410,False
411,7 Consumer Stocks,7 Consumer Stocks,Entity,7 Consumer Stocks,411,False
412,7 Evergreen Stocks,S&P 500,Entity,7 Evergreen Stocks,412,False
413,7 Food Stocks,Food Stock,Entity,7 Food Stocks,413,False
414,7 Insurers Poised to Outperform in Q2,Industry Performance,Entity,7 Insurers Poised to Outperform in Q2,414,False
415,7 Promising Growth Stocks,No Category,Entity,7 Promising Growth Stocks,415,False
416,7 Stocks,COMP,Entity,7 Stocks,416,False
417,7 Stocks Hedge Funds Are Loading Up On,No Category,Entity,7 Stocks Hedge Funds Are Loading Up On,417,False
418,7 Stocks That Can Thrive Even in an Uncertain Economy,WMT,Entity,7 Stocks That Can Thrive Even in an Uncertain Economy,418,False
419,7 Tech Stocks Under $20,ECON_IND,Entity,7 Tech Stocks Under $20,419,False
420,7 Top Stocks,COMP,Entity,7 Top Stocks,420,False
421,7 Top-Rated Large-Cap Stocks to Buy and Hold,COMP,Entity,7 Top-Rated Large-Cap Stocks to Buy and Hold,421,False
422,7 Upcoming Dividend Increases,FIN_INSTRUMENT,Entity,7 Upcoming Dividend Increases,422,False
423,7 Warren Buffett Stocks,No Category,Entity,7 Warren Buffett Stocks,423,False
424,7 stocks,COMP Stock,Entity,7 stocks,424,False
426,734 Point Gain,FIN_INSTRUMENT,Entity,734 Point Gain,426,False
427,737 Deliveries,Impact,Entity,737 Deliveries,427,False
428,737 MAX,COMP,Entity,737 MAX,428,False
429,737 MAX 10,No Category,Entity,737 MAX 10,429,False
430,737 MAX 8 aircraft,No Category,Entity,737 MAX 8 aircraft,430,False
431,737 MAX Back in Flight,Stock,Entity,737 MAX Back in Flight,431,False
432,737 MAX Crisis,FIN_INSTRUMENT,Entity,737 MAX Crisis,432,False
433,737 MAX Deliveries,ECON_INDICATOR,Entity,737 MAX Deliveries,433,False
434,737 MAX Design Change,COMP,Entity,737 MAX Design Change,434,False
435,737 MAX Order,COMP,Entity,737 MAX Order,435,False
436,737 MAX Orders,No Category,Entity,737 MAX Orders,436,False
437,737 MAX Production,Stock,Entity,737 MAX Production,437,False
438,737 MAX Program,No Category,Entity,737 MAX Program,438,False
439,737 MAX customers,No Category,Entity,737 MAX customers,439,False
440,737 MAX electrical fix,No Category,Entity,737 MAX electrical fix,440,False
441,737 MAX jets,Air Lease Corp Stock,Entity,737 MAX jets,441,False
442,737 MAX returns,BA,Entity,737 MAX returns,442,False
443,737 MAX software update certification,FIN_INSTRUMENT,Entity,737 MAX software update certification,443,False
444,737 MAX woes,COMP,Entity,737 MAX woes,444,False
445,737 Max,Inform,Entity,737 Max,445,False
446,737 Max Cancellations,No Category,Entity,737 Max Cancellations,446,False
447,737 Max Fiasco,COMP,Entity,737 Max Fiasco,447,False
448,737 Max Inventory,No Category,Entity,737 Max Inventory,448,False
449,737 Max Jets,No Category,Entity,737 Max Jets,449,False
450,737 Max Order,COMP,Entity,737 Max Order,450,False
451,737 Max Orders,COMP,Entity,737 Max Orders,451,False
452,737 Max Production,No Category,Entity,737 Max Production,452,False
453,737 Max Recertification Flight,No Category,Entity,737 Max Recertification Flight,453,False
454,737 Mess,No Category,Entity,737 Mess,454,False
455,"737 NG, Classic planes",Not specified,Entity,"737 NG, Classic planes",455,False
456,737 Production,Raise,Entity,737 Production,456,False
457,737 production,No Category,Entity,737 production,457,False
458,747 jumbo jet,No Category,Entity,747 jumbo jet,458,False
459,777 Partners,FIN_INSTRUMENT,Entity,777 Partners,459,False
460,777 Partners Stock,COMP,Entity,777 Partners Stock,460,False
461,777-8 Freighters,COMP,Entity,777-8 Freighters,461,False
463,777X Aircraft,No Category,Entity,777X Aircraft,463,False
464,777X Debut,Delay,Entity,777X Debut,464,False
465,777X Deliveries,Delay,Entity,777X Deliveries,465,False
466,777X Fuselage,PRODUCT,Entity,777X Fuselage,466,False
467,777s With PW 4000-112 Engines,Grounded,Entity,777s With PW 4000-112 Engines,467,False
468,78 Jets,No Category,Entity,78 Jets,468,False
471,787 Dreamliner,ECON_INDICATOR,Entity,787 Dreamliner,471,False
472,787 Dreamliner Airplanes,FIN_INSTRUMENT,Entity,787 Dreamliner Airplanes,472,False
473,787 FIN_INSTRUMENT,Positive_Impact_On,Entity,787 FIN_INSTRUMENT,473,False
474,787 Production,Impact,Entity,787 Production,474,False
475,787 delivery dry spell,ECON_INDICATOR,Entity,787 delivery dry spell,475,False
476,787-10 Dreamliner Jets,FIN_INSTRUMENT,Entity,787-10 Dreamliner Jets,476,False
477,787-9 Dreamliner Jets,Impact,Entity,787-9 Dreamliner Jets,477,False
478,787-9 Jets,Unspecified,Entity,787-9 Jets,478,False
480,7nm Delay,INTC,Entity,7nm Delay,480,False
482,8 Dividend Growth Companies,No Category,Entity,8 Dividend Growth Companies,482,False
